,Title,Studio,Domestic Gross,Foreign Gross,Year,Clean Title,Link
338,Puss in Boots,P/DW,149300000.0,405700000,2011,puss in boots,puss in boots2011
339,Sherlock Holmes: A Game of Shadows,WB,186800000.0,358600000,2011,sherlock holmes a game of shadows,sherlock holmes a game of shadows2011
340,Rio,Fox,143600000.0,341000000,2011,rio,rio2011
341,Rise of the Planet of the Apes,Fox,176800000.0,305000000,2011,rise of the planet of the apes,rise of the planet of the apes2011
342,Thor,Par.,181000000.0,268300000,2011,thor,thor2011
343,The Adventures of Tintin,Par.,77600000.0,296400000,2011,the adventures of tintin,the adventures of tintin2011
344,Captain America: The First Avenger,Par.,176700000.0,193900000,2011,captain america the first avenger,captain america the first avenger2011
345,X-Men: First Class,Fox,146400000.0,207200000,2011,xmen first class,xmen first class2011
346,Alvin and the Chipmunks: Chipwrecked,Fox,133100000.0,209600000,2011,alvin and the chipmunks chipwrecked,alvin and the chipmunks chipwrecked2011
347,Real Steel,BV,85500000.0,213800000,2011,real steel,real steel2011
348,Bridesmaids,Uni.,169100000.0,119300000,2011,bridesmaids,bridesmaids2011
349,Super 8,Par.,127000000.0,133100000,2011,super 8,super 82011
350,Rango,Par.,123500000.0,122200000,2011,rango,rango2011
351,The Girl with the Dragon Tattoo,Sony,102500000.0,130100000,2011,the girl with the dragon tattoo,the girl with the dragon tattoo2011
352,The Green Hornet,Sony,98800000.0,129000000,2011,the green hornet,the green hornet2011
353,Immortals,Rela.,83500000.0,143400000,2011,immortals,immortals2011
354,Green Lantern,WB,116600000.0,103300000,2011,green lantern,green lantern2011
355,The Help,BV,169700000.0,46900000,2011,the help,the help2011
356,Bad Teacher,Sony,100300000.0,115900000,2011,bad teacher,bad teacher2011
357,Just Go With It,Sony,103000000.0,111900000,2011,just go with it,just go with it2011
358,Battle: Los Angeles,Sony,83600000.0,128300000,2011,battle los angeles,battle los angeles2011
359,Horrible Bosses,WB (NL),117500000.0,92100000,2011,horrible bosses,horrible bosses2011
360,Paranormal Activity 3,Par.,104000000.0,103000000,2011,paranormal activity 3,paranormal activity 32011
361,Gnomeo and Juliet,BV,100000000.0,94000000,2011,gnomeo and juliet,gnomeo and juliet2011
362,Mr. Popper's Penguins,Fox,68200000.0,119100000,2011,mr poppers penguins,mr poppers penguins2011
363,Hugo,Par.,73900000.0,111900000,2011,hugo,hugo2011
364,The Lion King (in 3D),BV,94200000.0,91300000,2011,the lion king in 3d,the lion king in 3d2011
365,Hop,Uni.,108100000.0,75900000,2011,hop,hop2011
366,War Horse,BV,79900000.0,97700000,2011,war horse,war horse2011
367,The Descendants,FoxS,82600000.0,94700000,2011,the descendants,the descendants2011
368,Cowboys & Aliens,Uni.,100200000.0,74600000,2011,cowboys  aliens,cowboys  aliens2011
369,In Time,Fox,37500000.0,136400000,2011,in time,in time2011
370,Zookeeper,Sony,80400000.0,89500000,2011,zookeeper,zookeeper2011
371,The Muppets,BV,88600000.0,76600000,2011,the muppets,the muppets2011
372,Limitless,Rela.,79200000.0,82600000,2011,limitless,limitless2011
373,Johnny English Reborn,Uni.,8300000.0,151800000,2011,johnny english reborn,johnny english reborn2011
374,Final Destination 5,WB (NL),42600000.0,115300000,2011,final destination 5,final destination 52011
375,Tower Heist,Uni.,78000000.0,74900000,2011,tower heist,tower heist2011
376,Midnight in Paris,SPC,56800000.0,94300000,2011,midnight in paris,midnight in paris2011
377,Happy Feet Two,WB,64000000.0,86400000,2011,happy feet two,happy feet two2011
378,I Am Number Four,BV,55100000.0,94800000,2011,i am number four,i am number four2011
379,Jack and Jill,Sony,74200000.0,75500000,2011,jack and jill,jack and jill2011
380,Friends with Benefits,SGem,55800000.0,93700000,2011,friends with benefits,friends with benefits2011
381,No Strings Attached,Par.,70700000.0,78600000,2011,no strings attached,no strings attached2011
382,Arthur Christmas,Sony,46500000.0,101000000,2011,arthur christmas,arthur christmas2011
383,Source Code,Sum.,54700000.0,92600000,2011,source code,source code2011
384,"Crazy, Stupid, Love.",WB,84400000.0,58500000,2011,crazy stupid love,crazy stupid love2011
385,New Year's Eve,WB (NL),54500000.0,87500000,2011,new years eve,new years eve2011
386,Contagion,WB,75700000.0,59800000,2011,contagion,contagion2011
387,The Artist,Wein.,44700000.0,88800000,2011,the artist,the artist2011
388,The Three Musketeers,Sum.,20400000.0,111900000,2011,the three musketeers,the three musketeers2011
389,Unknown,WB,63700000.0,67099999,2011,unknown,unknown2011
390,The Adjustment Bureau,Uni.,62500000.0,65400000,2011,the adjustment bureau,the adjustment bureau2011
391,We Bought a Zoo,Fox,75600000.0,44500000,2011,we bought a zoo,we bought a zoo2011
392,Water for Elephants,Fox,58700000.0,58400000,2011,water for elephants,water for elephants2011
393,The Iron Lady,Wein.,30000000.0,84900000,2011,the iron lady,the iron lady2011
394,Moneyball,Sony,75600000.0,34600000,2011,moneyball,moneyball2011
395,Sanctum,Uni.,23200000.0,85400000,2011,sanctum,sanctum2011
396,Justin Bieber: Never Say Never,Par.,73000000.0,26000000,2011,justin bieber never say never,justin bieber never say never2011
397,Paul,Uni.,37400000.0,60600000,2011,paul,paul2011
398,Scream 4,W/Dim.,38200000.0,59000000,2011,scream 4,scream 42011
399,Insidious,FD,54000000.0,43000000,2011,insidious,insidious2011
400,The Rite,WB (NL),33000000.0,63000000,2011,the rite,the rite2011
401,Dolphin Tale,WB,72300000.0,23100000,2011,dolphin tale,dolphin tale2011
402,Season of the Witch,Rela.,24800000.0,66800000,2011,season of the witch,season of the witch2011
403,Sucker Punch,WB,36400000.0,53400000,2011,sucker punch,sucker punch2011
404,Red Riding Hood,WB,37700000.0,51500000,2011,red riding hood,red riding hood2011
405,Spy Kids: All the Time in the World,W/Dim.,38500000.0,47000000,2011,spy kids all the time in the world,spy kids all the time in the world2011
406,J. Edgar,WB,37300000.0,47600000,2011,j edgar,j edgar2011
407,Hall Pass,WB (NL),45100000.0,38100000,2011,hall pass,hall pass2011
408,"Big Mommas: Like Father, Like Son",Fox,37900000.0,44800000,2011,big mommas like father like son,big mommas like father like son2011
409,Abduction,LGF,28100000.0,54000000,2011,abduction,abduction2011
410,"Tinker, Tailor, Soldier, Spy",Focus,24100000.0,56500000,2011,tinker tailor soldier spy,tinker tailor soldier spy2011
411,Priest,SGem,29100000.0,49200000,2011,priest,priest2011
412,Drive,FD,35100000.0,41100000,2011,drive,drive2011
413,The Mechanic,CBS,29100000.0,47000000,2011,the mechanic,the mechanic2011
414,The Ides of March,Sony,41000000.0,35000000,2011,the ides of march,the ides of march2011
415,The Change-Up,Uni.,37100000.0,38400000,2011,the changeup,the changeup2011
416,The Lincoln Lawyer,LGF,58000000.0,17000000,2011,the lincoln lawyer,the lincoln lawyer2011
417,Diary of a Wimpy Kid: Rodrick Rules,Fox,52700000.0,19700000,2011,diary of a wimpy kid rodrick rules,diary of a wimpy kid rodrick rules2011
418,Larry Crowne,Uni.,35600000.0,36400000,2011,larry crowne,larry crowne2011
419,The Dilemma,Uni.,48500000.0,21200000,2011,the dilemma,the dilemma2011
420,The Darkest Hour,Sum.,21400000.0,43200000,2011,the darkest hour,the darkest hour2011
421,Hanna,Focus,40300000.0,23500000,2011,hanna,hanna2011
422,Footloose,Par.,51800000.0,11700000,2011,footloose,footloose2011
423,Elite Squad: The Enemy Within,Vari.,100000.0,62900000,2011,elite squad the enemy within,elite squad the enemy within2011
424,Colombiana,TriS,36700000.0,24300000,2011,colombiana,colombiana2011
425,Something Borrowed,WB,39000000.0,21100000,2011,something borrowed,something borrowed2011
426,One Day,Focus,13800000.0,45500000,2011,one day,one day2011
427,Beginning of the Great Revival,CL,151000.0,58200000,2011,beginning of the great revival,beginning of the great revival2011
428,Killer Elite,ORF,25100000.0,31300000,2011,killer elite,killer elite2011
429,Extremely Loud & Incredibly Close,WB,31800000.0,23400000,2011,extremely loud  incredibly close,extremely loud  incredibly close2011
430,The Tree of Life,FoxS,13300000.0,41000000,2011,the tree of life,the tree of life2011
431,Tyler Perry's Madea's Big Happy Family,LGF,53300000.0,816000,2011,tyler perrys madeas big happy family,tyler perrys madeas big happy family2011
432,Detective Dee and the Mystery of the Phantom Flame,IM,460000.0,51300000,2011,detective dee and the mystery of the phantom flame,detective dee and the mystery of the phantom flame2011
433,Winnie the Pooh,BV,26700000.0,23200000,2011,winnie the pooh,winnie the pooh2011
434,Conan the Barbarian,LGF,21300000.0,27500000,2011,conan the barbarian,conan the barbarian2011
435,Soul Surfer,TriS,43900000.0,3200000,2011,soul surfer,soul surfer2011
436,War of the Arrows,CJ,251000.0,45800000,2011,war of the arrows,war of the arrows2011
437,Arthur,WB,33000000.0,12700000,2011,arthur,arthur2011
438,The Debt,Focus,31200000.0,14500000,2011,the debt,the debt2011
439,Beastly,CBS,27900000.0,15300000,2011,beastly,beastly2011
440,Of Gods and Men,SPC,4000000.0,38200000,2011,of gods and men,of gods and men2011
441,Born to Be Wild (IMAX),WB,25900000.0,15600000,2011,born to be wild imax,born to be wild imax2011
442,Evangelion 2.0: You Can (Not) Advance,Elev.,134000.0,41000000,2011,evangelion 20 you can not advance,evangelion 20 you can not advance2011
443,Fright Night,BV,18300000.0,22700000,2011,fright night,fright night2011
444,30 Minutes or Less,Sony,37100000.0,3500000,2011,30 minutes or less,30 minutes or less2011
445,The Roommate,SGem,37300000.0,3200000,2011,the roommate,the roommate2011
446,Shark Night 3D,Rela.,18900000.0,21300000,2011,shark night 3d,shark night 3d2011
447,Monte Carlo,Fox,23200000.0,16500000,2011,monte carlo,monte carlo2011
448,50/50,Sum.,35000000.0,4200000,2011,5050,50502011
449,Mars Needs Moms,BV,21400000.0,17600000,2011,mars needs moms,mars needs moms2011
450,Dream House,Uni.,21300000.0,17200000,2011,dream house,dream house2011
451,Jumping the Broom,TriS,37300000.0,415000,2011,jumping the broom,jumping the broom2011
452,Don't Be Afraid of the Dark,FD,24000000.0,12900000,2011,dont be afraid of the dark,dont be afraid of the dark2011
453,RA One,Eros,2500000.0,33400000,2011,ra one,ra one2011
454,A Very Harold & Kumar 3D Christmas,WB,35100000.0,326000,2011,a very harold  kumar 3d christmas,a very harold  kumar 3d christmas2011
455,My Week with Marilyn,Wein.,14600000.0,20500000,2011,my week with marilyn,my week with marilyn2011
456,The Sitter,Fox,30400000.0,4500000,2011,the sitter,the sitter2011
457,Jane Eyre,Focus,11200000.0,23500000,2011,jane eyre,jane eyre2011
458,Courageous,TriS,34500000.0,,2011,courageous,courageous2011
459,Shaolin,Vari.,66100.0,33600000,2011,shaolin,shaolin2011
460,African Cats,BV,15400000.0,15400000,2011,african cats,african cats2011
461,The Skin I Live In,SPC,3200000.0,27700000,2011,the skin i live in,the skin i live in2011
462,I Don't Know How She Does It,Wein.,9700000.0,20900000,2011,i dont know how she does it,i dont know how she does it2011
463,What's Your Number?,Fox,14000000.0,16399999,2011,whats your number,whats your number2011
464,Drive Angry,Sum.,10700000.0,18200000,2011,drive angry,drive angry2011
465,Carnage,SPC,2500000.0,25100000,2011,carnage,carnage2011
466,A Dangerous Method,SPC,5700000.0,21800000,2011,a dangerous method,a dangerous method2011
467,The Thing,Uni.,16900000.0,10500000,2011,the thing,the thing2011
468,The Eagle,Focus,19500000.0,7600000,2011,the eagle,the eagle2011
469,Legend of the Fist: The Return of Chen Zhen,Vari.,50400.0,26500000,2011,legend of the fist the return of chen zhen,legend of the fist the return of chen zhen2011
470,Apollo 18,W/Dim.,17700000.0,7900000,2011,apollo 18,apollo 182011
471,Biutiful,RAtt.,5100000.0,20000000,2011,biutiful,biutiful2011
472,Your Highness,Uni.,21600000.0,3300000,2011,your highness,your highness2011
473,Our Idiot Brother,Wein.,24800000.0,,2011,our idiot brother,our idiot brother2011
474,The Rum Diary,FD,13100000.0,10800000,2011,the rum diary,the rum diary2011
475,The Women on the 6th Floor,Strand,720000.0,22500000,2011,the women on the 6th floor,the women on the 6th floor2011
476,Potiche,MBox,1600000.0,21600000,2011,potiche,potiche2011
477,Warrior,LGF,13700000.0,9400000,2011,warrior,warrior2011
478,Young Adult,Par.,16300000.0,6600000,2011,young adult,young adult2011
479,Sarah's Key,Wein.,7700000.0,13400000,2011,sarahs key,sarahs key2011
480,The Way Back,NM,2700000.0,17600000,2011,the way back,the way back2011
481,A Separation,SPC,7100000.0,12800000,2011,a separation,a separation2011
482,The Guard,SPC,5400000.0,14200000,2011,the guard,the guard2011
483,Margin Call,RAtt.,5400000.0,14200000,2011,margin call,margin call2011
484,Glee The 3D Concert Movie,Fox,11900000.0,6800000,2011,glee the 3d concert movie,glee the 3d concert movie2011
485,Shame,FoxS,3900000.0,13800000,2011,shame,shame2011
486,13 Assassins,Magn.,803000.0,16800000,2011,13 assassins,13 assassins2011
487,Hoodwinked Too! Hood vs. Evil,Wein.,10100000.0,6800000,2011,hoodwinked too hood vs evil,hoodwinked too hood vs evil2011
488,The Heir Apparent: Largo Winch,MBox,10400.0,16900000,2011,the heir apparent largo winch,the heir apparent largo winch2011
489,The Last Godfather,RAtt.,164000.0,16600000,2011,the last godfather,the last godfather2011
490,Delhi Belly,UTV,1500000.0,15200000,2011,delhi belly,delhi belly2011
491,Melancholia,Magn.,3000000.0,12900000,2011,melancholia,melancholia2011
492,Judy Moody and the NOT Bummer Summer,Rela.,15000000.0,678000,2011,judy moody and the not bummer summer,judy moody and the not bummer summer2011
493,The Conspirator,RAtt.,11500000.0,3900000,2011,the conspirator,the conspirator2011
494,Anonymous,Sony,4500000.0,10900000,2011,anonymous,anonymous2011
495,Ip Man 2: Legend of the Grandmaster,Vari.,206000.0,14900000,2011,ip man 2 legend of the grandmaster,ip man 2 legend of the grandmaster2011
496,The Housemaid,IFC,158000.0,14600000,2011,the housemaid,the housemaid2011
497,Desert Flower,NGE,44300.0,14600000,2011,desert flower,desert flower2011
498,Pina,IFC,3500000.0,11100000,2011,pina,pina2011
499,Beginners,Focus,5800000.0,8500000,2011,beginners,beginners2011
500,My Afternoons with Margueritte,Cohen,667000.0,13600000,2011,my afternoons with margueritte,my afternoons with margueritte2011
501,I Saw the Devil,Magn.,129000.0,12600000,2011,i saw the devil,i saw the devil2011
502,The Hedgehog,NeoC,708000.0,12000000,2011,the hedgehog,the hedgehog2011
503,Gainsbourg: A Heroic Life,MBox,233000.0,12000000,2011,gainsbourg a heroic life,gainsbourg a heroic life2011
504,The Warring States,CL,69000.0,11800000,2011,the warring states,the warring states2011
505,What Women Want (Wo Zhi Nu Run Xin),CL,124000.0,11700000,2011,what women want wo zhi nu run xin,what women want wo zhi nu run xin2011
506,Snow Flower and the Secret Fan,FoxS,1300000.0,10000000,2011,snow flower and the secret fan,snow flower and the secret fan2011
507,Win Win,FoxS,10200000.0,652000,2011,win win,win win2011
508,Flying Monsters,NGE,5700000.0,5100000,2011,flying monsters,flying monsters2011
509,City of Life and Death,Kino,123000.0,10600000,2011,city of life and death,city of life and death2011
510,Le Havre,Jan.,612000.0,9900000,2011,le havre,le havre2011
511,Straw Dogs,SGem,10300000.0,,2011,straw dogs,straw dogs2011
512,Prom,BV,10100000.0,,2011,prom,prom2011
513,In a Better World,SPC,1000000.0,8600000,2011,in a better world,in a better world2011
514,Trespass,MNE,24100.0,9600000,2011,trespass,trespass2011
515,Saving Private Perez,LGF,1400000.0,7900000,2011,saving private perez,saving private perez2011
516,Point Blank,Magn.,708000.0,8500000,2011,point blank,point blank2011
517,Winter in Wartime,SPC,543000.0,8700000,2011,winter in wartime,winter in wartime2011
518,Barney's Version (U.S. only),SPC,4400000.0,4000000,2011,barneys version us only,barneys version us only2011
519,Outrage,Magn.,44700.0,8400000,2011,outrage,outrage2011
520,Senna,PDA,1600000.0,6600000,2011,senna,senna2011
521,Last Night,Trib.,99000.0,7600000,2011,last night,last night2011
522,The Big Year,Fox,7200000.0,244000,2011,the big year,the big year2011
523,The Beaver,Sum.,971000.0,6300000,2011,the beaver,the beaver2011
524,Take Me Home Tonight,Rela.,6900000.0,,2011,take me home tonight,take me home tonight2011
525,Cedar Rapids,FoxS,6900000.0,,2011,cedar rapids,cedar rapids2011
526,The Princess of Montpensier,IFC,352000.0,6400000,2011,the princess of montpensier,the princess of montpensier2011
527,Cave of Forgotten Dreams,IFC,5300000.0,1200000,2011,cave of forgotten dreams,cave of forgotten dreams2011
528,Sex and Zen 3D: Extreme Ecstasy,CL,153000.0,6200000,2011,sex and zen 3d extreme ecstasy,sex and zen 3d extreme ecstasy2011
529,We Need to Talk About Kevin,Osci.,1700000.0,4300000,2011,we need to talk about kevin,we need to talk about kevin2011
530,Attack the Block,SGem,1000000.0,4800000,2011,attack the block,attack the block2011
531,Even the Rain,Vita.,518000.0,5300000,2011,even the rain,even the rain2011
532,Young Goethe in Love,MBox,162000.0,5600000,2011,young goethe in love,young goethe in love2011
533,11-11-11,Rocket,32800.0,5700000,2011,111111,1111112011
534,Certified Copy,IFC,1400000.0,4099999,2011,certified copy,certified copy2011
